report_date,country_code,platform,marketing_channel_id,is_paid_channel,spendings
2016-10-01,BS,ios,2,true,1.84
2016-10-01,BS,android,2,true,0.13
2016-10-01,BW,android,18,true,0.23999999463558197
2016-10-01,BY,android,18,true,0.9999999701976776
2016-10-01,BZ,ios,2,true,1.31
2016-10-01,BZ,android,2,true,3.19
2016-10-01,CA,ios,18,true,112.34000069648027
2016-10-01,CA,android,2,true,114.65
2016-10-01,CA,android,18,true,160.47000156715512
2016-10-01,CA,ios,6,true,151.19000244140625
2016-10-01,CA,ios,0,false,0
2016-10-01,CA,ios,2,true,37.45
2016-10-01,CA,ios,1,false,0
2016-10-01,CA,android,1,false,0
2016-10-01,CH,ios,18,true,10.080000180751084
2016-10-01,CH,android,18,true,14.969999939203262
2016-10-01,CH,ios,2,true,16.84
2016-10-01,CH,android,1,false,0
2016-10-01,CH,android,2,true,41.91
2016-10-01,CH,ios,9,true,0
2016-10-01,CH,ios,1,false,0
2016-10-01,CI,android,18,true,0
2016-10-01,CL,android,18,true,10.80000000819564
2016-10-01,CL,ios,18,true,7.039999987930059
2016-10-01,CL,android,2,true,10.19
2016-10-01,CL,ios,2,true,9.89
2016-10-01,CM,android,18,true,0
2016-10-01,CN,ios,9,true,0
2016-10-01,CN,ios,18,true,0
2016-10-01,CN,ios,1,false,0
2016-10-01,CO,ios,18,true,3.5199999064207077
2016-10-01,CO,android,18,true,8.790000006556511
2016-10-01,CO,ios,2,true,28.860000000000003
2016-10-01,CO,ios,0,false,0
2016-10-01,CO,ios,1,false,0
2016-10-01,CO,android,2,true,78.75
2016-10-01,CO,android,1,false,0
2016-10-01,CR,ios,18,true,2.309999966993928
2016-10-01,CR,android,18,true,5.239999990910292
2016-10-01,CR,ios,2,true,14.859999999999998
2016-10-01,CR,android,2,true,18.86
2016-10-01,CV,android,18,true,0
2016-10-01,CW,ios,2,true,1.74
2016-10-01,CW,ios,1,false,0
2016-10-01,CW,android,2,true,0.75
2016-10-01,CY,android,18,true,0.10000000149011612
2016-10-01,CY,ios,18,true,0
2016-10-01,CZ,android,18,true,0.17999999597668648
2016-10-01,CZ,ios,18,true,0.03999999910593033
2016-10-01,DE,ios,2,true,27.160000000000004
2016-10-01,DE,android,18,true,114.74000088125467
2016-10-01,DE,ios,18,true,10.209999814629557
2016-10-01,DE,android,2,true,140
2016-10-01,DE,ios,9,true,0
2016-10-01,DE,android,1,false,0
2016-10-01,DE,ios,0,false,0
2016-10-01,DE,android,0,false,0
2016-10-01,DE,ios,1,false,0
2016-10-01,DK,ios,18,true,3.3599999845027924
2016-10-01,DK,android,18,true,7.650000035762787
2016-10-01,DK,ios,2,true,0.02
2016-10-01,DM,ios,2,true,0.33999999999999997
2016-10-01,DM,android,2,true,0.03
2016-10-01,DO,ios,2,true,15.160000000000002
2016-10-01,DO,android,2,true,23.81
2016-10-01,DO,android,18,true,0.09999999962747097
2016-10-01,DO,ios,18,true,0
2016-10-01,DO,android,1,false,0
2016-10-01,DZ,android,18,true,3.209999956190586
2016-10-01,DZ,ios,18,true,0
2016-10-01,DZ,ios,1,false,0
2016-10-01,EC,android,18,true,3.9299999736249447
2016-10-01,EC,ios,18,true,2.3899999484419823
2016-10-01,EC,android,2,true,33.04
2016-10-01,EC,ios,2,true,24.86
2016-10-01,EE,android,18,true,0.27000000700354576
2016-10-01,EE,ios,18,true,0
2016-10-01,EG,ios,18,true,0
2016-10-01,EG,android,18,true,1.6499999947845936
2016-10-01,EG,ios,0,false,0
2016-10-01,ES,android,18,true,2.270000008866191
2016-10-01,ES,ios,1,false,0
2016-10-01,ES,ios,18,true,0
2016-10-01,ES,ios,0,false,0
2016-10-01,ES,ios,2,true,0
2016-10-01,ES,android,1,false,0
2016-10-01,ES,android,2,true,0
2016-10-01,FI,android,18,true,7.249999998137355
2016-10-01,FI,ios,18,true,2.8899999856948853
2016-10-01,FI,ios,2,true,0.02
2016-10-01,FJ,android,18,true,0
2016-10-01,FK,ios,2,true,0
2016-10-01,FK,android,2,true,0
2016-10-01,FR,ios,2,true,96.24999999999999
2016-10-01,FR,ios,18,true,100.69999980553985
2016-10-01,FR,android,18,true,171.38000322133303
2016-10-01,FR,android,2,true,298.59000000000003
2016-10-01,FR,ios,1,false,0
2016-10-01,FR,android,0,false,0
2016-10-01,FR,ios,0,false,0
2016-10-01,FR,ios,11,false,0
2016-10-01,FR,android,1,false,0
2016-10-01,GA,android,18,true,0
2016-10-01,GB,android,18,true,132.4500008970499
2016-10-01,GB,ios,18,true,38.39999970421195
2016-10-01,GB,ios,2,true,5.55
2016-10-01,GB,ios,0,false,0
2016-10-01,GB,android,2,true,1.83
2016-10-01,GB,ios,1,false,0
2016-10-01,GB,android,0,false,0
2016-10-01,GB,ios,9,true,0
2016-10-01,GB,android,1,false,0
2016-10-01,GD,ios,2,true,0.39999999999999997
2016-10-01,GD,android,2,true,0.03
2016-10-01,GE,ios,9,true,0
2016-10-01,GF,ios,2,true,0.59
2016-10-01,GI,ios,18,true,0
2016-10-01,GI,android,2,true,0.05
2016-10-01,GI,ios,2,true,0.04
2016-10-01,GP,ios,2,true,2.8499999999999996
2016-10-01,GR,android,18,true,1.2099999934434893
2016-10-01,GR,ios,18,true,0
2016-10-01,GT,android,18,true,0.07000000029802322
2016-10-01,GT,android,2,true,8.26
2016-10-01,GT,ios,2,true,6.24
2016-10-01,GU,android,18,true,1.559999942779541
2016-10-01,GY,ios,2,true,1.6
2016-10-01,GY,android,2,true,5.08
2016-10-01,HK,android,18,true,8.34999992698431
2016-10-01,HK,ios,18,true,5.7699998915195465
2016-10-01,HK,ios,2,true,0.01
2016-10-01,HK,android,2,true,0.06
2016-10-01,HN,android,2,true,4.7
2016-10-01,HN,ios,2,true,5.529999999999999
2016-10-01,HR,android,18,true,0.4000000022351742
2016-10-01,HR,ios,18,true,0
2016-10-01,HT,android,18,true,0
2016-10-01,HT,ios,2,true,1.65
2016-10-01,HU,android,18,true,0.19999999552965164
2016-10-01,HU,ios,18,true,0
2016-10-01,ID,android,18,true,4.349999899044633
2016-10-01,ID,ios,18,true,0
2016-10-01,IE,android,1,false,0
2016-10-01,IE,android,18,true,0
2016-10-01,IE,ios,18,true,0
2016-10-01,IL,android,18,true,11.6699999012053
2016-10-01,IL,ios,18,true,2.4999999701976776
2016-10-01,IL,ios,1,false,0
2016-10-01,IL,ios,2,true,2.5700000000000003
2016-10-01,IL,android,2,true,0.95
2016-10-01,IM,ios,2,true,0.03
2016-10-01,IM,android,2,true,0.04
2016-10-01,IN,android,18,true,6.49999993480742
2016-10-01,IN,ios,18,true,1.2700000293552876
2016-10-01,IN,ios,0,false,0
2016-10-01,IN,ios,2,true,0
2016-10-01,IR,ios,9,true,2.5
2016-10-01,IS,android,18,true,1.2199999950826168
2016-10-01,IS,ios,18,true,0.6699999868869781
2016-10-01,IS,ios,2,true,0.1
2016-10-01,IT,ios,18,true,0
2016-10-01,IT,ios,2,true,0.9800000000000001
2016-10-01,IT,ios,1,false,0
2016-10-01,IT,android,1,false,0
2016-10-01,IT,android,2,true,0
2016-10-01,JE,android,2,true,0.04
2016-10-01,JE,ios,2,true,0.06
2016-10-01,JM,android,18,true,0.3700000047683716
2016-10-01,JM,ios,2,true,3.78
2016-10-01,JM,android,2,true,0.36
2016-10-01,JO,android,18,true,0.44000000320374966
2016-10-01,JP,ios,18,true,0
2016-10-01,JP,android,18,true,0
2016-10-01,JP,ios,0,false,0
2016-10-01,JP,android,1,false,0
2016-10-01,JP,ios,1,false,0
2016-10-01,JP,ios,2,true,0.01
2016-10-01,KE,android,18,true,0.6100000143051147
2016-10-01,KG,android,18,true,0.1600000001490116
2016-10-01,KH,android,18,true,0
2016-10-01,KH,ios,18,true,0
2016-10-01,KN,ios,18,true,0
2016-10-01,KN,ios,2,true,0.55
2016-10-01,KN,android,18,true,0
2016-10-01,KN,android,2,true,0.06
2016-10-01,KR,android,18,true,0.4000000059604645
2016-10-01,KR,ios,2,true,0.07
2016-10-01,KR,ios,18,true,0
2016-10-01,KW,ios,18,true,7.560000121593475
2016-10-01,KW,android,18,true,5.230000019073486
2016-10-01,KW,ios,9,true,0
2016-10-01,KW,android,2,true,3.4
2016-10-01,KW,ios,2,true,9.600000000000001
2016-10-01,KY,ios,18,true,3.290000081062317
2016-10-01,KY,ios,2,true,0.73
2016-10-01,KY,android,2,true,0.08
2016-10-01,KZ,android,18,true,0.41999998688697815
2016-10-01,KZ,ios,2,true,0
2016-10-01,LA,android,18,true,0
2016-10-01,LB,android,18,true,0
2016-10-01,LB,ios,2,true,0.21
2016-10-01,LB,ios,18,true,0
2016-10-01,LC,ios,18,true,0
2016-10-01,LC,ios,2,true,0.47
2016-10-01,LC,android,2,true,0.06
2016-10-01,LI,ios,2,true,0
2016-10-01,LI,android,2,true,0
2016-10-01,LI,android,18,true,0
2016-10-01,LK,android,18,true,0.23999999463558197
2016-10-01,LT,android,18,true,1.1600000262260437
2016-10-01,LT,ios,18,true,0.6000000089406967
2016-10-01,LU,ios,2,true,0.02
2016-10-01,LU,android,2,true,0.06
2016-10-01,LU,ios,18,true,0
2016-10-01,LV,android,18,true,0.1899999976158142
2016-10-01,LV,ios,18,true,0
2016-10-01,MA,android,18,true,0.3799999952316284
2016-10-01,MA,ios,1,false,0
2016-10-01,MC,ios,2,true,0
2016-10-01,MD,android,18,true,0.8100000023841858
2016-10-01,MF,ios,2,true,0
2016-10-01,MK,android,18,true,0
2016-10-01,ML,android,18,true,0
2016-10-01,MO,ios,18,true,0.7799999713897705
2016-10-01,MO,android,2,true,0.06
2016-10-01,MO,ios,2,true,0.01
2016-10-01,MP,android,18,true,0
2016-10-01,MQ,ios,2,true,2.03
2016-10-01,MQ,ios,1,false,0
2016-10-01,MS,ios,2,true,0.01
2016-10-01,MS,android,2,true,0
2016-10-01,MT,ios,1,false,0
2016-10-01,MT,android,18,true,0
2016-10-01,MU,android,18,true,0.27000000327825546
2016-10-01,MU,ios,18,true,0
2016-10-01,MX,android,18,true,24.529999865218997
2016-10-01,MX,ios,18,true,10.560000006109476
2016-10-01,MX,ios,1,false,0
2016-10-01,MX,android,2,true,97.23
2016-10-01,MX,ios,2,true,79.10000000000002
2016-10-01,MX,android,1,false,0
2016-10-01,MX,android,0,false,0
2016-10-01,MX,ios,6,true,0
2016-10-01,MY,android,18,true,2.169999971985817
2016-10-01,MY,ios,18,true,0
2016-10-01,MZ,android,18,true,0
2016-10-01,NA,android,18,true,0
2016-10-01,NC,ios,1,false,0
2016-10-01,NG,ios,2,true,0
2016-10-01,NG,android,18,true,0.4699999988079071
2016-10-01,NI,android,18,true,0
2016-10-01,NI,android,2,true,3.94
2016-10-01,NI,ios,2,true,2.52
2016-10-01,NL,android,18,true,11.74999999627471
2016-10-01,NL,ios,18,true,1.1300000101327896
2016-10-01,NL,ios,2,true,0
2016-10-01,NO,ios,2,true,0
2016-10-01,NO,ios,18,true,1.0899999886751175
2016-10-01,NO,android,18,true,6.419999849051237
2016-10-01,NO,android,1,false,0
2016-10-01,NP,android,18,true,0.5999999940395355
2016-10-01,NZ,ios,18,true,21.310000009834766
2016-10-01,NZ,android,18,true,23.32999991625547
2016-10-01,NZ,ios,2,true,0.03
2016-10-01,NZ,ios,1,false,0
2016-10-01,NZ,android,1,false,0
2016-10-01,OM,android,18,true,3.9700000155717134
2016-10-01,OM,ios,18,true,1.1099999845027924
2016-10-01,OM,ios,9,true,0
2016-10-01,PA,ios,18,true,0.9199999868869781
2016-10-01,PA,android,18,true,1.9800000004470348
2016-10-01,PA,android,2,true,17.46
2016-10-01,PA,ios,2,true,8.06
2016-10-01,PA,android,1,false,0
2016-10-01,PA,android,9,true,0
2016-10-01,PE,android,18,true,11.589999897405503
2016-10-01,PE,ios,18,true,3.079999972134829
2016-10-01,PE,ios,2,true,31.290000000000003
2016-10-01,PE,android,0,false,0
2016-10-01,PE,web,1,false,0
2016-10-01,PE,android,2,true,35.39
2016-10-01,PH,android,18,true,1.94999997317791
2016-10-01,PH,ios,18,true,0
2016-10-01,PH,ios,9,true,0
2016-10-01,PH,ios,2,true,1.71
2016-10-01,PH,ios,1,false,0
2016-10-01,PK,android,18,true,2.0099999979138374
2016-10-01,PK,ios,18,true,0
2016-10-01,PL,android,18,true,4.069999888539314
2016-10-01,PL,ios,18,true,0
2016-10-01,PR,android,18,true,0.07000000029802322
2016-10-01,PR,ios,2,true,19.33
2016-10-01,PR,ios,9,true,0
2016-10-01,PT,android,18,true,0.2900000009685755
2016-10-01,PT,ios,18,true,0
2016-10-01,PT,ios,2,true,0
2016-10-01,PY,android,18,true,2.229999966919422
2016-10-01,PY,ios,18,true,0.9799999594688416
2016-10-01,PY,ios,2,true,2.4400000000000004
2016-10-01,PY,android,2,true,11.59
2016-10-01,QA,android,18,true,5.369999993592501
2016-10-01,QA,ios,18,true,8.559999957680702
2016-10-01,QA,android,2,true,2.1
2016-10-01,QA,ios,2,true,6.8
2016-10-01,RO,android,18,true,0.6800000071525574
2016-10-01,RO,ios,18,true,0.14000000059604645
2016-10-01,RS,android,18,true,0.7700000032782555
2016-10-01,RU,ios,0,false,0
2016-10-01,RW,android,18,true,0
2016-10-01,SA,android,18,true,22.369999891147017
2016-10-01,SA,ios,18,true,7.0899998769164085
2016-10-01,SA,ios,9,true,0
2016-10-01,SA,ios,2,true,0.19
2016-10-01,SA,ios,1,false,0
2016-10-01,SA,android,1,false,0
2016-10-01,SE,android,18,true,9.360000059008598
2016-10-01,SE,ios,18,true,2.810000032186508
2016-10-01,SE,ios,2,true,0.04
2016-10-01,SG,android,2,true,0.06
2016-10-01,SG,ios,18,true,12.090000197291374
2016-10-01,SG,android,18,true,12.810000015422702
2016-10-01,SG,android,0,false,0
2016-10-01,SG,ios,2,true,0.86
2016-10-01,SI,android,18,true,0
2016-10-01,SI,ios,18,true,0
2016-10-01,SK,android,18,true,0
2016-10-01,SM,ios,2,true,0
2016-10-01,SM,android,2,true,0.01
2016-10-01,SN,android,18,true,0
2016-10-01,SR,ios,2,true,2.01
2016-10-01,SR,android,2,true,4.34
2016-10-01,SV,android,2,true,6.23
2016-10-01,SV,android,18,true,0
2016-10-01,SV,ios,2,true,4.63
2016-10-01,SX,ios,2,true,0.63
2016-10-01,SX,android,2,true,0.1
2016-10-01,TC,ios,2,true,0.43999999999999995
2016-10-01,TC,ios,18,true,0
2016-10-01,TC,android,2,true,0.08
2016-10-01,TH,android,18,true,0.2899999897927046
2016-10-01,TH,ios,18,true,0
2016-10-01,TH,ios,0,false,0
2016-10-01,TH,ios,1,false,0
2016-10-01,TN,ios,18,true,0
2016-10-01,TN,android,18,true,0.8200000077486038
2016-10-01,TR,android,18,true,4.329999951645732
2016-10-01,TR,ios,18,true,0
2016-10-01,TR,ios,9,true,0
2016-10-01,TT,android,2,true,0.48
2016-10-01,TT,ios,2,true,3.82
2016-10-01,TT,ios,1,false,0
2016-10-01,TT,android,18,true,0
2016-10-01,TW,ios,18,true,0.5700000077486038
2016-10-01,TW,android,18,true,9.90999997034669
2016-10-01,TW,android,2,true,0.02
2016-10-01,TW,ios,2,true,0
2016-10-01,TZ,android,18,true,0.03999999910593033
2016-10-01,UA,android,18,true,1.7400000281631949
2016-10-01,UA,ios,18,true,0.4300000071525574
2016-10-01,UG,android,18,true,0.03999999910593033
2016-10-01,UNKNOWN,ios,6,true,0
2016-10-01,UNKNOWN,ios,2,true,-3000
2016-10-01,US,android,18,true,777.6499911099672
2016-10-01,US,android,2,true,790.68
2016-10-01,US,ios,18,true,683.5500003695488
2016-10-01,US,ios,6,true,482.54000854492193
2016-10-01,US,ios,2,true,562.9799999999999
2016-10-01,US,android,1,false,0
2016-10-01,US,ios,9,true,177.5
2016-10-01,US,android,0,false,0
2016-10-01,US,ios,10,true,0
2016-10-01,US,ios,0,false,0
2016-10-01,US,ios,1,false,0
2016-10-01,US,ios,3,true,0
2016-10-01,US,ios,7,true,0
2016-10-01,US,android,3,true,0
2016-10-01,UY,ios,2,true,4.38
2016-10-01,UY,android,18,true,1.069999998435378
2016-10-01,UY,ios,18,true,0.9700000137090684
2016-10-01,UY,android,2,true,2.58
2016-10-01,UY,android,1,false,0
2016-10-01,UZ,android,18,true,0.3499999940395355
2016-10-01,VC,ios,18,true,0
2016-10-01,VC,ios,2,true,0.33
2016-10-01,VC,android,2,true,0.03
2016-10-01,VE,ios,2,true,4.12
2016-10-01,VE,ios,18,true,0
2016-10-01,VE,android,2,true,3.88
2016-10-01,VG,ios,2,true,0.02
2016-10-01,VG,ios,18,true,0
2016-10-01,VG,android,2,true,0
2016-10-01,VI,ios,2,true,0.3700000000000001
2016-10-01,VI,android,18,true,0.6899999976158142
2016-10-01,VI,android,2,true,0.01
2016-10-01,VN,android,18,true,0.7700000256299973
2016-10-01,VN,ios,18,true,0.2199999988079071
2016-10-01,VN,ios,1,false,0
2016-10-01,YE,android,18,true,0
2016-10-01,ZA,android,18,true,2.870000012218952
2016-10-01,ZA,ios,18,true,0.14000000059604645
2016-10-01,ZW,android,18,true,0
2016-10-02,AD,ios,2,true,0
2016-10-02,AE,android,18,true,54.94000017270446
2016-10-02,AE,ios,18,true,32.95000033825636
2016-10-02,AE,android,13,false,0
2016-10-02,AE,android,2,true,57.51
2016-10-02,AE,ios,2,true,50.709999999999994
2016-10-02,AE,android,1,false,0
2016-10-02,AE,ios,0,false,0
2016-10-02,AE,ios,1,false,0
2016-10-02,AE,ios,13,false,0
2016-10-02,AF,ios,9,true,0
2016-10-02,AG,android,18,true,0.7800000011920929
2016-10-02,AG,ios,2,true,0.76
2016-10-02,AG,ios,18,true,0.3400000035762787
2016-10-02,AG,android,2,true,0.09
2016-10-02,AI,ios,2,true,0.13
2016-10-02,AI,android,2,true,0.03
2016-10-02,AI,ios,18,true,0
2016-10-02,AL,android,18,true,0.3100000023841858
2016-10-02,AM,android,18,true,0
2016-10-02,AO,android,18,true,0.10000000149011612
2016-10-02,AO,ios,18,true,0
2016-10-02,AR,android,18,true,69.59000000543892
2016-10-02,AR,ios,18,true,21.240000069141388
2016-10-02,AR,ios,2,true,37.27
2016-10-02,AR,android,2,true,149.48000000000002
2016-10-02,AR,android,1,false,0
2016-10-02,AR,ios,1,false,0
2016-10-02,AT,android,18,true,5.669999985024333
2016-10-02,AT,ios,2,true,0.04
2016-10-02,AT,ios,18,true,0
2016-10-02,AU,ios,18,true,173.9499994404614
2016-10-02,AU,android,2,true,418.55999999999995
2016-10-02,AU,android,18,true,229.32999951392412
2016-10-02,AU,ios,2,true,67.14999999999999
2016-10-02,AU,web,0,false,0
2016-10-02,AU,ios,0,false,0
2016-10-02,AU,android,1,false,0
2016-10-02,AU,ios,1,false,0
2016-10-02,AW,android,18,true,0.4199999999254942
2016-10-02,AW,ios,2,true,3.09
2016-10-02,AW,android,2,true,1.46
2016-10-02,AZ,android,18,true,0.5599999949336052
2016-10-02,BA,android,18,true,0.24000000953674316
2016-10-02,BB,ios,18,true,0.09000000357627869
2016-10-02,BB,android,2,true,0.19
2016-10-02,BB,ios,2,true,1.7399999999999998
2016-10-02,BD,android,18,true,0.9699999839067459
2016-10-02,BE,android,1,false,0
2016-10-02,BE,android,18,true,0.45000000298023224
2016-10-02,BE,ios,1,false,0
2016-10-02,BE,ios,18,true,0
2016-10-02,BE,ios,2,true,0
2016-10-02,BG,android,18,true,1.7799999862909317
2016-10-02,BG,ios,9,true,0
2016-10-02,BH,ios,18,true,3.4200000166893005
2016-10-02,BH,android,18,true,3.6199999675154686
2016-10-02,BH,android,2,true,0.68
2016-10-02,BH,ios,2,true,0.23
2016-10-02,BM,ios,18,true,2.9700000286102295
2016-10-02,BN,ios,18,true,0.10999999940395355
2016-10-02,BN,ios,2,true,0.19
2016-10-02,BN,ios,1,false,0
2016-10-02,BN,android,2,true,0.67
2016-10-02,BO,android,2,true,13.58
2016-10-02,BO,ios,2,true,6.96
2016-10-02,BO,ios,18,true,0
2016-10-02,BO,android,1,false,0
2016-10-02,BO,android,18,true,0.009999999776482582
2016-10-02,BQ,android,18,true,0.3200000002980232
2016-10-02,BQ,ios,18,true,0
2016-10-02,BR,ios,1,false,0
2016-10-02,BR,ios,18,true,0
2016-10-02,BR,android,18,true,0
2016-10-02,BR,ios,2,true,42.879999999999995
2016-10-02,BS,ios,18,true,6.019999988377094
2016-10-02,BS,android,18,true,9.399999890476465
2016-10-02,BS,ios,2,true,2.9399999999999995
2016-10-02,BS,android,2,true,0.22
2016-10-02,BW,android,18,true,0
2016-10-02,BY,android,18,true,1.3099999725818634
2016-10-02,BZ,ios,2,true,2.17
2016-10-02,BZ,ios,12,false,0
2016-10-02,BZ,android,2,true,4.93
2016-10-02,BZ,ios,1,false,0
2016-10-02,CA,android,18,true,230.65999580919743
2016-10-02,CA,ios,18,true,156.06000396609306
2016-10-02,CA,android,2,true,345.60999999999996
2016-10-02,CA,ios,6,true,150.5399932861328
2016-10-02,CA,ios,2,true,102.85999999999996
2016-10-02,CA,android,0,false,0
2016-10-02,CA,ios,1,false,0
2016-10-02,CA,android,1,false,0
2016-10-02,CA,web,0,false,0
2016-10-02,CA,ios,9,true,0
2016-10-02,CA,ios,0,false,0
2016-10-02,CA,android,13,false,0
2016-10-02,CG,ios,1,false,0
2016-10-02,CH,ios,18,true,13.669999927282332
2016-10-02,CH,android,18,true,28.510000348091125
2016-10-02,CH,android,2,true,108.99
2016-10-02,CH,ios,2,true,53.040000000000006
2016-10-02,CH,ios,1,false,0
2016-10-02,CH,android,1,false,0
2016-10-02,CH,ios,9,true,0
2016-10-02,CH,ios,0,false,0
2016-10-02,CI,ios,1,false,0
2016-10-02,CI,android,18,true,0
2016-10-02,CL,android,18,true,13.880000067874787
2016-10-02,CL,ios,18,true,7.080000050365925
2016-10-02,CL,ios,2,true,15.54
2016-10-02,CL,ios,0,false,0
2016-10-02,CL,ios,1,false,0
2016-10-02,CL,android,2,true,17.11
2016-10-02,CM,android,18,true,0
2016-10-02,CN,ios,1,false,0
2016-10-02,CN,ios,9,true,0
2016-10-02,CN,ios,18,true,0
2016-10-02,CO,ios,18,true,5.839999973773956
2016-10-02,CO,android,18,true,10.719999972730877
2016-10-02,CO,ios,2,true,46.17
2016-10-02,CO,android,2,true,111.62
2016-10-02,CO,ios,7,true,0
2016-10-02,CO,ios,1,false,0
2016-10-02,CR,android,18,true,6.240000059828162
2016-10-02,CR,ios,18,true,3.3299999684095383
2016-10-02,CR,ios,2,true,23.77
2016-10-02,CR,android,2,true,31.68
2016-10-02,CV,android,18,true,0
2016-10-02,CW,ios,2,true,2.4099999999999993
2016-10-02,CW,android,2,true,1.17
2016-10-02,CY,android,18,true,0
2016-10-02,CY,ios,18,true,0
2016-10-02,CZ,android,18,true,1.489999994635582
2016-10-02,CZ,ios,18,true,0
2016-10-02,DE,android,18,true,152.18999809771776
2016-10-02,DE,ios,18,true,11.789999932050703
2016-10-02,DE,ios,2,true,123.67000000000002
2016-10-02,DE,android,2,true,299.31000000000006
2016-10-02,DE,android,1,false,0
2016-10-02,DE,ios,1,false,0
2016-10-02,DE,ios,0,false,0
2016-10-02,DE,android,11,false,0
2016-10-02,DK,android,18,true,6.990000031888485
2016-10-02,DK,ios,18,true,4.8400000892579556
2016-10-02,DK,ios,2,true,0.07
2016-10-02,DM,ios,2,true,0.41000000000000003
2016-10-02,DM,android,2,true,0.06
2016-10-02,DM,ios,1,false,0
2016-10-02,DO,android,18,true,0.1899999976158142
2016-10-02,DO,ios,1,false,0
2016-10-02,DO,ios,2,true,16.97
2016-10-02,DO,android,2,true,31.74
2016-10-02,DO,ios,18,true,0
2016-10-02,DZ,android,18,true,2.4799999743700027
2016-10-02,DZ,ios,18,true,0
2016-10-02,EC,ios,18,true,2.4200000260025263
2016-10-02,EC,android,18,true,7.499999977648257
2016-10-02,EC,ios,2,true,37.76
2016-10-02,EC,ios,1,false,0
2016-10-02,EC,android,2,true,50.58
2016-10-02,EC,ios,0,false,0
2016-10-02,EE,android,18,true,0.20999999344348907
2016-10-02,EE,ios,18,true,0
2016-10-02,EG,android,18,true,1.4800000339746475
2016-10-02,EG,ios,18,true,0
2016-10-02,ES,ios,18,true,0.3700000047683716
2016-10-02,ES,android,18,true,1.609999991953373
2016-10-02,ES,ios,0,false,0
2016-10-02,ES,ios,2,true,0
2016-10-02,ES,android,1,false,0
2016-10-02,ES,ios,1,false,0
2016-10-02,ES,android,0,false,0
2016-10-02,FI,android,18,true,11.700000006705524
2016-10-02,FI,ios,18,true,2.7600000351667404
